id,module,level,strand,substrand,year,type,text,answer,hint,options,params
q_1764432329883_53,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,100 - __ = 80,20,Work with tens: 10 tens - 2 tens,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_54,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,20 - __ = 10,10,Work with tens: 2 tens - 1 tens,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_55,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,1 + __ = 20,19,What number added to 20 makes 20?,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_56,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,"If 10 - 1 = 9, what is 100 - 10 = __",90,Use the fact 10 - 1 = 9 and multiply by 10,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_57,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,"If 20 - 5 = 15, what is 200 - 50 = __",150,Use the fact 20 - 5 = 15 and multiply by 10,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_58,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,70 + 30 = __,100,Work with tens: 7 tens + 3 tens,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_59,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,"If 1 + 9 = 10, what is 10 + __ = 100",90,Use the fact 1 + 9 = 10 and multiply by 10,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_60,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,__ + 11 = 20,9,What number added to 11 makes 20?,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_61,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,86 + 14 = __,100,Use the fact 6 + 4 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_62,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,63 + 37 = __,100,Use the fact 3 + 7 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_63,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,10 - __ = 0,10,What is 10 take away 10?,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_64,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,19 + __ = 20,1,What number added to 20 makes 20?,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_65,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,47 + 53 = __,100,Use the fact 7 + 3 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_66,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,41 + __ = 100,59,Use the fact 1 + 9 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_67,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,"If 10 - 7 = 3, what is __ - 70 = 30",100,Use the fact 10 - 7 = 3 and multiply by 10,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_68,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,52 + 48 = __,100,Use the fact 2 + 8 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_69,C01_Y2_CALC,3,Calculation,Mental addition and subtraction,2,text_input,13 + 87 = __,100,Use the fact 3 + 7 = 10 to help,,"{""description"":""Meeting - Full fluency to 20 plus derived facts to 100, any gap position"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements""]},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number""],""contexts"":[""abstract"",""verbal""],""visualType"":""equation""}}"
q_1764432329883_70,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,"If 3 + 17 = 20, what is 20 - 17 = __",3,Use the inverse relationship between addition and subtraction,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_71,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,Amy collected 13 stickers. She wants 22 stickers. How many more does she need?,9,Try writing it as a number sentence: 13 + 9,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_72,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,60 - 20 = __,40,Work with tens: 6 tens - 2 tens,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_73,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,10 - 8 = __,2,What is 10 take away 8?,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_74,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,10 - 5 = __,5,What is 10 take away 5?,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_75,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,There are 12 books on the shelf. 5 are taken away. How many are left?,7,Try writing it as a number sentence: 12 - 5,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_76,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,"If 9 + 11 = 20, what is 20 - 11 = __",9,Use the inverse relationship between addition and subtraction,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_77,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,90 - __ = 60,30,Work with tens: 9 tens - 3 tens,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_78,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,"If 10 + 10 = 20, what is __ + 100 = 200",100,Use the fact 10 + 10 = 20 and multiply by 10,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
q_1764432329884_79,C01_Y2_CALC,4,Calculation,Mental addition and subtraction,2,text_input,6 + 4 = __,10,What number added to 6 makes 10?,,"{""description"":""Exceeding - Complex derived facts, inverse relationships, word problems"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts"",""near_complements"",""inverse""],""complexDerivation"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""derived"",""missing_number"",""word_problem"",""inverse""],""contexts"":[""abstract"",""verbal"",""scenarios""],""visualType"":""equation""}}"
